district_code,district_name,gu_name,dong_name,industry,year,quarter,lat,lng,pop_total,households,age_20_30_ratio,age_40_50_ratio,workplace_pop,resident_pop,foot_traffic_daily,foot_traffic_lunch,foot_traffic_dinner,dwell_time_avg,foot_traffic_3yr_growth,card_sales_avg,industry_spend_ratio,avg_ticket_size,competitor_count_100m,competitor_count_500m,openings_1yr,closures_1yr,competitor_density,avg_operating_months,rent_per_m2,vacancy_rate,building_age,transit_passengers_daily,data_quality_score,monthly_revenue_actual,target_monthly_revenue,target_success_label,target_closure_risk
100575,강서구 동3가 상권,강서구,강서구 동3가,미용/뷰티,2024,Q4,37.453577,127.135762,10824,4817,0.2892,0.2865,26250,7733,33280,8252,11356,74.6,-0.1017,22768.0,0.211,6219.0,7,51,2,2,1.133,64.1,41286.0,0.095,34.9,45765,0.984,33566231.0,3356.6,0,2
100576,강서구 동3가 상권,강서구,강서구 동3가,음식점/식당,2024,Q4,37.527913,127.108331,37426,17169,0.3263,0.2797,15569,25452,46075,15568,14678,33.5,-0.3356,42719.0,0.304,10963.0,10,61,4,4,1.356,75.9,42307.0,0.0872,32.9,44613,0.886,40927372.0,4092.7,0,2
100577,강서구 동4가 상권,강서구,강서구 동4가,병의원/클리닉,2026,Q3,37.518088,127.005642,16917,7670,0.2924,0.2903,23433,14415,19796,5966,6216,36.0,-0.0029,27704.0,0.239,22836.0,8,67,6,3,1.489,70.5,72634.0,0.1101,24.3,25418,0.873,42595635.0,4259.6,0,2
100578,강서구 동4가 상권,강서구,강서구 동4가,소매/패션,2022,Q4,37.495517,126.97559,24727,11496,0.2714,0.2544,4852,17436,13123,3756,5414,61.2,-0.0444,38165.0,0.28,16063.0,6,41,1,2,0.911,62.0,33478.0,0.0805,36.2,12036,0.851,15653265.0,1565.3,0,2
100579,강서구 동4가 상권,강서구,강서구 동4가,병의원/클리닉,2024,Q2,37.568792,126.926351,20937,8140,0.3127,0.3318,2142,17862,12317,4166,4156,70.3,-0.0168,42975.0,0.412,28922.0,1,7,2,0,0.156,68.8,28214.0,0.028,27.6,7834,0.867,28258226.0,2825.8,0,0
100580,강서구 동4가 상권,강서구,강서구 동4가,음식점/식당,2022,Q4,37.607005,127.137604,17569,6953,0.3383,0.3712,1042,14852,10518,2904,3198,63.1,-0.0637,18485.0,0.255,19688.0,7,29,5,2,0.644,71.3,15000.0,0.0564,24.7,55641,0.852,8000000.0,800.0,0,2
100581,강서구 동4가 상권,강서구,강서구 동4가,음식점/식당,2025,Q1,37.463642,126.866482,6403,2956,0.2699,0.3181,20758,5611,25912,9355,10823,51.7,0.0595,14870.0,0.273,16515.0,2,19,6,2,0.422,62.7,85910.0,0.0431,31.5,15252,0.855,47347192.0,4734.7,1,1
100582,강서구 동4가 상권,강서구,강서구 동4가,카페/디저트,2022,Q2,37.55114,127.056466,19941,8429,0.3372,0.2355,27380,14632,31901,8210,13145,28.7,0.0815,24819.0,0.241,13963.0,7,67,2,2,1.489,38.3,45868.0,0.0409,35.2,12129,0.981,24130457.0,2413.0,0,2
100583,강서구 동4가 상권,강서구,강서구 동4가,미용/뷰티,2025,Q1,37.498083,127.124002,19743,9565,0.3679,0.15,12523,14249,17178,4350,6021,65.4,0.1474,16234.0,0.151,13824.0,4,24,2,2,0.533,62.1,39495.0,0.01,22.6,3722,0.98,30160567.0,3016.1,0,1
100584,강서구 동4가 상권,강서구,강서구 동4가,미용/뷰티,2024,Q4,37.472892,127.060217,12679,5603,0.4107,0.2099,89853,9639,157229,41424,59422,58.0,0.127,40970.0,0.332,12310.0,3,31,6,2,0.689,54.4,56882.0,0.0509,26.7,51469,0.94,92471930.0,9247.2,1,0
100585,강서구 동4가 상권,강서구,강서구 동4가,미용/뷰티,2025,Q1,37.640701,127.138377,23359,10844,0.2654,0.3399,28417,17955,24691,7852,6952,35.7,0.0195,34956.0,0.305,12082.0,6,46,3,0,1.022,40.6,52700.0,0.01,33.2,19874,0.912,35218670.0,3521.9,0,0
100586,강서구 동4가 상권,강서구,강서구 동4가,미용/뷰티,2023,Q1,37.609468,127.022607,26762,11952,0.2625,0.2347,48760,23438,49573,17260,16357,48.5,-0.1781,30063.0,0.152,8744.0,1,5,2,1,0.111,57.0,44055.0,0.0495,17.9,60587,0.894,43633165.0,4363.3,0,0
100587,강서구 동4가 상권,강서구,강서구 동4가,병의원/클리닉,2022,Q4,37.574472,127.085166,16076,7495,0.4461,0.2451,20136,12781,37707,12130,11943,26.1,0.1428,19184.0,0.201,19553.0,9,79,3,3,1.756,27.3,15000.0,0.0815,10.5,11511,0.966,47631003.0,4763.1,0,2
100588,강서구 동4가 상권,강서구,강서구 동4가,음식점/식당,2025,Q4,37.557293,127.091305,17192,6941,0.2111,0.2722,11733,14187,18573,6293,7813,74.1,-0.0493,29305.0,0.398,11333.0,6,31,0,0,0.689,24.0,26318.0,0.1161,26.0,38707,0.86,8000000.0,800.0,0,2
100589,강서구 동5가 상권,강서구,강서구 동5가,미용/뷰티,2022,Q2,37.587247,126.944895,21773,9783,0.2262,0.3252,38981,16172,70347,25577,30318,61.7,0.2633,33344.0,0.165,15175.0,8,83,5,1,1.844,38.5,70769.0,0.0972,25.9,3864,0.867,39661488.0,3966.1,0,2
100590,강서구 동5가 상권,강서구,강서구 동5가,소매/패션,2026,Q2,37.47293,127.031523,34480,16538,0.388,0.2629,15021,25837,43812,14905,14480,74.8,0.0343,30635.0,0.203,11657.0,7,34,2,4,0.756,25.8,57603.0,0.0528,33.8,7886,0.989,29458763.0,2945.9,0,2
100591,강서구 동5가 상권,강서구,강서구 동5가,소매/패션,2026,Q2,37.639973,127.097384,31542,12135,0.3493,0.3262,13081,22120,20405,5489,7644,54.5,0.106,19615.0,0.321,17363.0,4,29,1,5,0.644,60.0,65202.0,0.0702,13.0,45859,0.854,16208984.0,1620.9,0,2
100592,강서구 동5가 상권,강서구,강서구 동5가,소매/패션,2022,Q4,37.591151,127.093833,21330,10150,0.2432,0.3267,54994,14778,68813,15509,19874,26.2,0.1115,28901.0,0.253,5031.0,7,73,2,0,1.622,52.1,33308.0,0.04,25.7,27618,0.853,51476524.0,5147.7,1,0
100593,강서구 동5가 상권,강서구,강서구 동5가,병의원/클리닉,2026,Q1,37.481804,127.125008,19908,8469,0.4329,0.3634,15246,13203,37600,9545,12235,27.7,-0.1745,13629.0,0.404,14198.0,4,40,0,1,0.889,54.8,33434.0,0.0315,11.6,541,0.888,38489234.0,3848.9,0,1
100594,강서구 동5가 상권,강서구,강서구 동5가,미용/뷰티,2026,Q3,37.577026,126.901909,12588,5541,0.3115,0.363,10209,8687,20010,7007,6500,66.9,0.0277,34565.0,0.25,5570.0,5,48,2,3,1.067,40.1,31950.0,0.0747,26.7,12905,0.929,19913426.0,1991.3,0,2
100595,강서구 동5가 상권,강서구,강서구 동5가,카페/디저트,2025,Q2,37.57097,126.926624,27503,12387,0.3384,0.2464,4022,19882,15789,5945,4954,28.3,-0.1074,32887.0,0.372,9123.0,3,16,4,3,0.356,45.5,60036.0,0.0351,24.7,57545,0.932,17501736.0,1750.2,0,2
100596,강서구 동5가 상권,강서구,강서구 동5가,음식점/식당,2025,Q2,37.475567,127.001478,31961,14777,0.3383,0.2888,5622,22386,17448,6029,5407,72.4,0.0919,31973.0,0.308,12171.0,4,43,1,1,0.956,58.7,42478.0,0.053,12.2,28203,0.976,18256945.0,1825.7,0,2
100597,강서구 동5가 상권,강서구,강서구 동5가,미용/뷰티,2022,Q4,37.562865,127.137581,13574,5276,0.2849,0.3437,11398,10724,19261,5669,6421,43.9,0.1605,35818.0,0.289,18023.0,3,18,6,0,0.4,37.0,54367.0,0.0228,23.5,21639,0.935,20115564.0,2011.6,0,0
100598,강서구 동5가 상권,강서구,강서구 동5가,음식점/식당,2022,Q2,37.635456,127.10417,14446,6378,0.2368,0.3771,249,11296,6625,2043,2117,60.9,0.0768,30555.0,0.298,11267.0,1,4,7,1,0.089,17.8,45347.0,0.01,17.6,13378,0.897,19587876.0,1958.8,0,0
100599,강서구 동5가 상권,강서구,강서구 동5가,병의원/클리닉,2025,Q4,37.543995,126.906585,23620,9207,0.3614,0.3897,4443,20598,17583,4776,5348,33.2,-0.0651,25364.0,0.244,22776.0,8,53,5,2,1.178,42.9,68505.0,0.0469,32.2,11910,0.892,24399653.0,2440.0,0,2
100600,강서구 동5가 상권,강서구,강서구 동5가,음식점/식당,2023,Q3,37.568497,126.944918,30158,13226,0.33,0.2764,6649,21164,24498,9233,10610,70.2,0.1813,33282.0,0.353,12857.0,8,51,3,3,1.133,55.9,32488.0,0.04,21.1,2204,0.86,22986809.0,2298.7,0,2
100601,강서구 동6가 상권,강서구,강서구 동6가,카페/디저트,2026,Q4,37.540685,126.93391,25850,11835,0.3196,0.263,27946,19553,50263,18501,18689,48.8,-0.095,-3150.0,0.247,13598.0,2,9,6,5,0.2,43.7,51472.0,0.0376,25.9,26279,0.869,33142613.0,3314.3,0,2
100602,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2026,Q3,37.556159,127.093494,35484,15376,0.3456,0.2402,4548,24643,19910,7247,7978,29.0,-0.041,18827.0,0.275,21359.0,4,32,4,4,0.711,17.3,52518.0,0.01,37.8,38226,0.988,25907388.0,2590.7,0,2
100603,강서구 동6가 상권,강서구,강서구 동6가,병의원/클리닉,2025,Q4,37.576238,126.967711,18512,8735,0.3132,0.2723,22858,14164,45262,13483,14517,73.4,0.1533,36067.0,0.316,22619.0,4,34,3,1,0.756,34.9,23315.0,0.0265,6.3,4525,0.859,63437067.0,6343.7,1,0
100604,강서구 동6가 상권,강서구,강서구 동6가,미용/뷰티,2026,Q3,37.586752,126.888389,26617,11950,0.3409,0.2463,2328,19913,14628,5342,5278,22.9,-0.1417,24321.0,0.315,11745.0,10,52,3,3,1.156,29.9,15846.0,0.0455,12.0,83832,0.9,8000000.0,800.0,0,2
100605,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2026,Q4,37.587168,127.008177,31106,12512,0.1916,0.3305,690,21581,12661,3462,3651,31.9,-0.0928,36222.0,0.204,19008.0,1,7,3,3,0.156,49.9,41397.0,0.087,22.3,2871,0.957,12435935.0,1243.6,0,2
100606,강서구 동6가 상권,강서구,강서구 동6가,미용/뷰티,2026,Q3,37.537631,126.884444,15552,7009,0.439,0.3306,727,11079,6767,1920,2461,65.9,-0.0803,47636.0,0.413,12576.0,9,94,3,0,2.089,38.6,37244.0,0.0345,31.7,81654,0.858,11151751.0,1115.2,0,2
100607,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2022,Q1,37.523741,126.96013,16019,8008,0.1945,0.3347,38775,10509,49202,14442,17255,72.6,0.1701,14438.0,0.3,12031.0,4,18,1,0,0.4,62.6,59718.0,0.0416,36.1,16217,0.989,58908345.0,5890.8,1,0
100608,강서구 동6가 상권,강서구,강서구 동6가,병의원/클리닉,2022,Q4,37.521546,127.113459,19406,9044,0.3369,0.2713,8099,13704,16533,5011,5563,52.0,0.0032,22469.0,0.2,24917.0,6,39,5,1,0.867,31.0,37026.0,0.01,3.1,153704,0.959,33616636.0,3361.7,0,0
100609,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2023,Q1,37.636182,126.941874,6547,2960,0.4612,0.2287,13254,4743,21871,7877,8555,41.1,-0.062,32013.0,0.151,16734.0,3,17,3,0,0.378,48.8,60504.0,0.0275,27.5,2716,0.921,36382719.0,3638.3,0,0
100610,강서구 동6가 상권,강서구,강서구 동6가,소매/패션,2022,Q3,37.565909,126.943048,20249,8218,0.3295,0.2827,34197,15366,33839,10801,13854,68.7,0.1803,25535.0,0.24,13795.0,3,15,2,1,0.333,53.7,23242.0,0.01,20.6,115182,0.948,33625767.0,3362.6,0,0
100611,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2023,Q4,37.470769,126.96107,23663,11284,0.2944,0.277,536,16056,10043,3781,3496,71.6,-0.0228,20169.0,0.331,13076.0,6,51,5,3,1.133,25.0,36666.0,0.0321,10.4,21472,0.96,9835032.0,983.5,0,2
100612,강서구 동6가 상권,강서구,강서구 동6가,음식점/식당,2024,Q1,37.636758,127.050457,32749,13152,0.3183,0.2801,3326,25037,19195,6268,6584,57.2,-0.0325,29165.0,0.183,16312.0,5,54,1,3,1.2,35.0,34417.0,0.0179,26.3,1512,0.899,19216357.0,1921.6,0,2
100613,강서구 동7가 상권,강서구,강서구 동7가,미용/뷰티,2023,Q3,37.49338,127.033303,20022,9158,0.3362,0.45,4025,14336,10223,2729,4448,30.4,0.0657,21889.0,0.359,21367.0,6,50,5,4,1.111,36.5,32202.0,0.0441,6.0,39905,0.982,12869573.0,1287.0,0,2
100614,강서구 동7가 상권,강서구,강서구 동7가,소매/패션,2026,Q3,37.557589,127.122159,15383,6382,0.1418,0.2404,2879,11584,12547,4273,4077,41.9,-0.011,32030.0,0.236,16858.0,4,24,1,1,0.533,11.9,33358.0,0.0252,23.9,6677,0.854,11466494.0,1146.6,0,1
100615,강서구 동7가 상권,강서구,강서구 동7가,미용/뷰티,2022,Q1,37.450105,127.073651,24662,11863,0.3837,0.3403,31130,16723,41404,15424,15890,79.2,-0.1249,34244.0,0.257,17336.0,1,5,2,3,0.111,23.4,31435.0,0.0127,29.0,27441,0.85,34830962.0,3483.1,0,2
100616,강서구 동7가 상권,강서구,강서구 동7가,병의원/클리닉,2022,Q3,37.45776,127.112856,17622,7489,0.34,0.2902,49021,13991,72432,16261,30063,48.8,0.1943,28454.0,0.321,19849.0,4,17,3,2,0.378,8.9,21338.0,0.0447,31.4,73097,0.975,92646254.0,9264.6,1,0
100617,강서구 동7가 상권,강서구,강서구 동7가,병의원/클리닉,2023,Q3,37.628847,127.096832,23560,9099,0.3435,0.2663,10392,16678,24513,7114,10740,33.5,0.1073,44743.0,0.313,18541.0,2,19,3,2,0.422,54.6,94069.0,0.0267,24.9,155700,0.938,59649483.0,5964.9,1,0
100618,강서구 동7가 상권,강서구,강서구 동7가,미용/뷰티,2022,Q2,37.528043,126.967606,22496,10181,0.4557,0.2744,11665,16266,25716,7280,9621,29.0,0.0527,47724.0,0.172,13474.0,4,16,1,1,0.356,35.5,27144.0,0.0808,19.1,34348,0.856,20832969.0,2083.3,0,2
100619,강서구 동7가 상권,강서구,강서구 동7가,카페/디저트,2024,Q4,37.468269,126.859845,38785,17118,0.3637,0.3695,40264,27589,45520,12966,18936,57.4,0.025,30914.0,0.309,16979.0,9,93,2,1,2.067,49.9,59330.0,0.0321,37.4,7325,0.96,38391379.0,3839.1,0,2
100620,강서구 동7가 상권,강서구,강서구 동7가,병의원/클리닉,2025,Q3,37.484258,126.97182,24818,11542,0.2055,0.4396,20978,19768,50868,12560,16969,38.0,-0.1118,24689.0,0.274,10241.0,4,16,2,3,0.356,26.3,45764.0,0.0479,26.6,15221,0.857,52888547.0,5288.9,1,2
100621,강서구 동7가 상권,강서구,강서구 동7가,병의원/클리닉,2022,Q3,37.599795,127.093137,32718,12698,0.3045,0.262,1757,23836,14502,5321,4783,83.3,0.2594,27769.0,0.418,20953.0,3,20,2,2,0.444,43.5,30431.0,0.0208,13.5,30114,0.898,25675734.0,2567.6,0,2
100622,강서구 동7가 상권,강서구,강서구 동7가,카페/디저트,2026,Q3,37.536292,127.066371,31555,13268,0.156,0.2163,1089,26590,17302,4168,5992,30.7,0.0903,26209.0,0.292,10503.0,4,30,3,1,0.667,45.7,17230.0,0.0242,32.1,12531,0.868,9668187.0,966.8,0,1
100623,강서구 동7가 상권,강서구,강서구 동7가,카페/디저트,2026,Q3,37.571357,127.046104,28878,13811,0.3506,0.3289,31548,19701,60174,19345,17305,24.4,0.1231,38842.0,0.291,8569.0,2,19,5,3,0.422,36.2,54529.0,0.01,11.3,26002,0.879,48475258.0,4847.5,1,1
100624,강서구 동7가 상권,강서구,강서구 동7가,음식점/식당,2023,Q3,37.642763,127.129707,25389,12190,0.2544,0.2695,3306,21447,13932,3196,4744,77.9,-0.1414,14912.0,0.377,7100.0,8,62,4,3,1.378,50.1,45522.0,0.0679,16.3,28031,0.909,16578742.0,1657.9,0,2
100625,강서구 동8가 상권,강서구,강서구 동8가,음식점/식당,2022,Q1,37.572693,127.086103,15113,6472,0.3783,0.2949,7427,13050,20563,4592,6170,28.3,0.0046,37056.0,0.346,19004.0,4,25,4,4,0.556,14.4,53023.0,0.0813,3.6,11188,0.882,31226903.0,3122.7,0,2
100626,강서구 동8가 상권,강서구,강서구 동8가,음식점/식당,2025,Q4,37.635457,126.983526,20000,9122,0.3973,0.1878,18766,14088,43270,13303,15576,32.7,-0.0176,25716.0,0.212,16304.0,3,20,1,5,0.444,42.4,82066.0,0.0367,14.3,44120,0.866,51189547.0,5119.0,1,2
100627,강서구 동8가 상권,강서구,강서구 동8가,미용/뷰티,2026,Q4,37.482949,126.999746,26076,11478,0.3709,0.2766,74740,21070,66418,24454,21094,81.0,0.0098,18444.0,0.197,12646.0,5,30,1,3,0.667,8.1,65665.0,0.1181,24.7,36430,0.87,55342660.0,5534.3,1,2
100628,강서구 동8가 상권,강서구,강서구 동8가,소매/패션,2022,Q3,37.61389,127.072156,13059,5164,0.3115,0.2323,37716,10221,31782,9946,11388,50.0,0.0406,51430.0,0.234,16310.0,8,34,0,3,0.756,49.8,30720.0,0.0603,37.7,107716,0.886,23157634.0,2315.8,0,2
100629,강서구 동8가 상권,강서구,강서구 동8가,카페/디저트,2022,Q4,37.603325,126.982258,30893,12095,0.2887,0.2779,63036,21909,134793,45171,44098,40.4,0.2006,26462.0,0.332,17920.0,4,33,1,4,0.733,39.2,32065.0,0.1184,10.6,74344,0.902,68797212.0,6879.7,1,2
100630,강서구 동8가 상권,강서구,강서구 동8가,미용/뷰티,2023,Q1,37.606317,126.92241,19609,8644,0.3757,0.2898,23448,13233,38116,9020,11096,83.0,0.0061,20562.0,0.323,12818.0,7,29,6,1,0.644,58.4,17751.0,0.0678,23.5,13603,0.928,23291926.0,2329.2,0,2
100631,강서구 동8가 상권,강서구,강서구 동8가,미용/뷰티,2024,Q3,37.56786,127.076678,28505,13279,0.2004,0.3737,5874,18662,19576,5017,8003,47.4,0.0177,10575.0,0.227,14788.0,6,44,6,2,0.978,33.3,33523.0,0.0878,29.6,60319,0.92,17422623.0,1742.3,0,2
100632,강서구 동8가 상권,강서구,강서구 동8가,병의원/클리닉,2023,Q3,37.564443,126.980523,33058,14635,0.3729,0.2374,16789,24808,42152,12738,12491,23.6,-0.1918,30784.0,0.384,7009.0,2,13,1,0,0.289,29.6,22551.0,0.0432,17.2,1316,0.887,48260154.0,4826.0,0,0
100633,강서구 동8가 상권,강서구,강서구 동8가,카페/디저트,2024,Q4,37.518845,126.983641,14867,5774,0.2961,0.3069,22994,12023,19408,5497,6248,44.1,0.0072,13490.0,0.185,17743.0,11,63,3,2,1.4,41.7,15000.0,0.085,26.1,58629,0.949,14837298.0,1483.7,0,2
100634,강서구 동8가 상권,강서구,강서구 동8가,소매/패션,2025,Q3,37.558359,127.084279,10595,4664,0.2665,0.1885,32045,7945,63240,21826,22189,77.4,0.0844,40877.0,0.271,13804.0,4,33,5,2,0.733,48.6,60156.0,0.0354,28.5,11968,0.945,44508899.0,4450.9,1,1
100635,강서구 동8가 상권,강서구,강서구 동8가,미용/뷰티,2026,Q2,37.485383,126.978831,18005,6945,0.2393,0.1947,885,14982,9992,2339,3640,20.2,0.0963,40966.0,0.165,17984.0,10,81,6,0,1.8,23.7,15000.0,0.0444,23.5,8245,0.89,8000000.0,800.0,0,2
100636,강서구 동8가 상권,강서구,강서구 동8가,미용/뷰티,2024,Q2,37.511432,127.117374,27758,12180,0.2094,0.1839,2693,19639,13276,4701,3999,36.0,0.0539,30643.0,0.269,8192.0,4,17,3,0,0.378,53.2,50749.0,0.0972,9.9,15335,0.927,16871777.0,1687.2,0,1
100637,강서구 동9가 상권,강서구,강서구 동9가,카페/디저트,2023,Q1,37.558509,127.002012,15329,6137,0.3471,0.2896,4468,12477,9759,2403,2897,28.6,-0.0927,36037.0,0.381,23982.0,4,19,4,3,0.422,45.2,59098.0,0.0292,15.3,22589,0.907,13788364.0,1378.8,0,2
100638,강서구 동9가 상권,강서구,강서구 동9가,소매/패션,2026,Q1,37.571815,126.868115,17817,8529,0.3757,0.284,6671,12316,15801,5662,4457,77.0,0.0451,12641.0,0.249,12031.0,7,48,3,0,1.067,38.6,51361.0,0.0248,11.2,36625,0.855,16635848.0,1663.6,0,1
100639,강서구 동9가 상권,강서구,강서구 동9가,카페/디저트,2025,Q3,37.641424,126.883788,18164,7808,0.2187,0.3927,16212,14729,31679,9041,10046,32.8,0.201,36505.0,0.15,19268.0,6,32,1,1,0.711,60.7,15000.0,0.0775,15.5,17850,0.915,22640514.0,2264.1,0,2
100640,강서구 동9가 상권,강서구,강서구 동9가,소매/패션,2022,Q2,37.451899,127.019855,30954,12833,0.4477,0.3354,54589,22846,48274,15910,15753,56.2,-0.009,56719.0,0.361,13026.0,1,10,3,3,0.222,57.9,40804.0,0.0612,36.5,14622,0.937,55989293.0,5598.9,1,2
100641,강서구 동9가 상권,강서구,강서구 동9가,카페/디저트,2023,Q1,37.618463,126.931292,19290,8966,0.3852,0.2591,1440,16333,10489,3894,3743,50.2,0.0411,14852.0,0.229,18682.0,7,33,1,0,0.733,39.1,65989.0,0.013,7.7,7546,0.976,18197525.0,1819.8,0,0
100642,강서구 동9가 상권,강서구,강서구 동9가,미용/뷰티,2023,Q3,37.509198,127.069012,12771,6268,0.285,0.264,16002,8314,17220,4956,5445,38.9,0.0146,29818.0,0.361,15063.0,7,42,1,0,0.933,25.2,34531.0,0.1041,34.6,19658,0.907,18910858.0,1891.1,0,2
100643,강서구 동9가 상권,강서구,강서구 동9가,병의원/클리닉,2022,Q2,37.591812,127.068013,28239,10898,0.35,0.2697,3741,22922,15594,4804,6270,66.0,0.0897,41305.0,0.321,20841.0,3,20,2,2,0.444,60.5,28221.0,0.0498,29.3,20278,0.875,23383048.0,2338.3,0,2
100644,강서구 동9가 상권,강서구,강서구 동9가,음식점/식당,2023,Q2,37.592308,127.005715,22613,10687,0.3706,0.2684,20245,18662,26200,9637,9396,67.2,-0.0279,21680.0,0.407,23431.0,3,28,4,3,0.622,62.6,31366.0,0.0583,23.8,27263,0.987,28247807.0,2824.8,0,2
100645,강서구 동9가 상권,강서구,강서구 동9가,카페/디저트,2022,Q2,37.520775,127.136282,26241,12249,0.3853,0.3367,17256,18431,28570,10575,8238,77.2,0.0806,26853.0,0.248,9542.0,7,64,4,2,1.422,29.8,50012.0,0.035,15.9,3211,0.929,23767947.0,2376.8,0,2
100646,강서구 동9가 상권,강서구,강서구 동9가,카페/디저트,2026,Q2,37.461217,126.867833,30450,12804,0.311,0.2739,65525,20485,100431,34733,41933,60.9,0.1926,24273.0,0.325,16448.0,3,18,3,3,0.4,43.6,34186.0,0.0531,10.0,7621,0.924,58141347.0,5814.1,1,2
100647,강서구 동9가 상권,강서구,강서구 동9가,음식점/식당,2026,Q2,37.602454,126.893689,35527,15093,0.274,0.3289,5031,30114,19624,4667,8400,51.3,0.082,26886.0,0.206,8022.0,4,34,5,0,0.756,54.0,41155.0,0.0573,22.5,15027,0.927,21783104.0,2178.3,0,1
100648,강서구 동9가 상권,강서구,강서구 동9가,소매/패션,2025,Q1,37.579309,127.11185,22271,10287,0.338,0.282,23810,15309,41819,15173,16121,39.5,-0.142,36167.0,0.353,10486.0,3,16,5,2,0.356,80.4,41050.0,0.0342,29.7,49323,0.947,32708388.0,3270.8,0,1
100649,강서구 동10가 상권,강서구,강서구 동10가,미용/뷰티,2025,Q1,37.53493,126.913802,39175,17972,0.4093,0.2503,7136,25998,28161,8988,9228,28.7,-0.0343,32672.0,0.329,24717.0,5,41,1,1,0.911,67.1,38172.0,0.0336,21.0,50418,0.929,28782341.0,2878.2,0,1
100650,강서구 동10가 상권,강서구,강서구 동10가,카페/디저트,2025,Q4,37.564432,127.04903,21778,8686,0.3131,0.3826,2380,18933,15454,4734,6192,42.0,-0.0392,28386.0,0.273,5928.0,5,38,5,2,0.844,70.4,27846.0,0.0743,2.2,3098,0.977,17126437.0,1712.6,0,2
100651,강서구 동10가 상권,강서구,강서구 동10가,음식점/식당,2024,Q2,37.588769,127.097624,11532,5525,0.2072,0.3042,27374,9905,57436,20438,20237,66.9,0.0754,31306.0,0.219,16842.0,3,24,3,3,0.533,41.8,35587.0,0.0764,32.0,56083,0.864,43506156.0,4350.6,0,2
100652,강서구 동10가 상권,강서구,강서구 동10가,카페/디저트,2026,Q2,37.548051,127.114684,35854,17724,0.3921,0.2022,945,25042,15236,4466,6489,76.8,-0.0293,39180.0,0.32,14681.0,3,25,4,4,0.556,44.2,67741.0,0.0647,24.3,13843,0.898,26332552.0,2633.3,0,2
100653,강서구 동10가 상권,강서구,강서구 동10가,소매/패션,2026,Q2,37.473728,126.89454,32052,14637,0.1947,0.2786,11967,21323,28771,6771,11610,58.8,0.2774,36915.0,0.174,12751.0,6,51,3,3,1.133,44.2,42028.0,0.01,20.3,12974,0.922,19302045.0,1930.2,0,2
100654,강서구 동10가 상권,강서구,강서구 동10가,음식점/식당,2023,Q2,37.582799,126.915339,25798,12895,0.3506,0.3765,35408,19920,37153,12978,15313,78.8,0.0157,47023.0,0.389,7374.0,4,43,2,3,0.956,36.6,35566.0,0.0479,14.8,36143,0.948,41673430.0,4167.3,0,2
100655,강서구 동10가 상권,강서구,강서구 동10가,병의원/클리닉,2024,Q1,37.626895,127.027653,27298,13499,0.2252,0.2907,15434,18729,32277,11002,10546,29.4,0.1303,12805.0,0.303,16300.0,9,50,0,1,1.111,60.4,28523.0,0.01,30.2,80665,0.89,52731602.0,5273.2,1,0
100656,강서구 동10가 상권,강서구,강서구 동10가,소매/패션,2025,Q4,37.512462,127.071472,24895,10351,0.2836,0.2775,28913,18277,52350,15242,17018,57.3,-0.0037,27751.0,0.295,17152.0,8,73,1,4,1.622,69.1,63010.0,0.0631,8.4,857,0.938,38424078.0,3842.4,0,2
100657,강서구 동10가 상권,강서구,강서구 동10가,병의원/클리닉,2025,Q2,37.539888,127.055699,35548,16991,0.2107,0.2254,45023,25783,89328,22827,25488,51.7,0.0777,24792.0,0.31,10796.0,3,28,0,3,0.622,39.4,29942.0,0.0782,13.8,16907,0.971,99829789.0,9983.0,1,1
100658,강서구 동10가 상권,강서구,강서구 동10가,카페/디저트,2023,Q1,37.528776,126.989867,37094,18481,0.2599,0.3376,18354,27077,38393,9460,14547,28.9,-0.0232,55307.0,0.35,13779.0,5,36,4,0,0.8,33.6,45062.0,0.0227,34.1,13720,0.896,32493684.0,3249.4,0,0
100659,강서구 동10가 상권,강서구,강서구 동10가,병의원/클리닉,2022,Q4,37.568766,126.975914,37361,15134,0.3035,0.2744,10341,26699,33849,7975,10714,56.4,-0.0592,17715.0,0.243,16806.0,8,80,4,5,1.778,30.1,46646.0,0.0773,6.9,47163,0.874,43871379.0,4387.1,0,2
100660,강서구 동10가 상권,강서구,강서구 동10가,병의원/클리닉,2023,Q4,37.517191,127.078355,16087,7912,0.3287,0.3594,4515,10769,9576,3289,4091,26.7,0.0614,27659.0,0.159,27329.0,9,62,2,1,1.378,14.8,46112.0,0.1012,20.4,9334,0.951,23580609.0,2358.1,0,2
100661,강서구 동11가 상권,강서구,강서구 동11가,소매/패션,2022,Q2,37.459351,127.121597,20605,8355,0.3097,0.2749,1053,15075,9098,2690,2964,67.5,0.0346,9351.0,0.252,18858.0,2,16,1,2,0.356,51.2,33934.0,0.0104,4.1,92949,0.901,16577381.0,1657.7,0,2
